NDVI,EVI,SAVI,GNDVI,RVI,RDVI,MSAVI,GLCM_Contrast,GLCM_Homogeneity,GLCM_Entropy,GLCM_Correlation
0.3622059943401395,0.26068541747693275,0.19992465038344015,0.16667475743499552,0.8193814815314289,0.2890052609206783,0.28620208900949873,0.05915143953109474,0.6718583048267093,0.44593419409448914,0.7059884116156565
0.29913483964694354,0.22268819794379868,0.19660133663731022,0.3900403661519972,0.6458906225639075,0.33049794317466435,0.10950209144349138,0.09388537734560999,0.6505329723024267,0.2844115410227088,0.709026215628384
0.3995754524029028,0.3694680993430961,0.2854752174594351,0.19378600077071279,0.9198675136219792,0.22586847861264306,0.30043246605149887,0.07487102271888985,0.6198458634806945,0.6760294395961466,0.8344976943210666
0.24598054548599518,0.2167253977845022,0.09883815113501922,0.3038857995703167,1.3213453521999046,0.3682402617250143,0.30289287547013566,0.026132986755236537,0.6428673535969283,0.7259462256216098,0.8565262064393935
0.4801698468369793,0.40427804845076976,0.3027749614672292,0.44105848367584993,0.6997912208754574,0.30096583026905394,0.10724649382355964,0.027927490697046274,0.4784873415041717,0.5079538055395629,0.7674810468525874
0.2165671725560388,0.1688092825132859,0.1244014791997797,0.16889147659631096,1.4433932895436077,0.20183439671677683,0.2147851961282073,0.05482501308733014,0.5317706140110443,0.40539009253703406,0.7721413209702411
0.4559379850752342,0.40210808454054475,0.287317774598644,0.3256586953259056,0.9490073614723681,0.24419300595952403,0.22847793687247062,0.045314083906077836,0.6375024271455526,0.3916423000946192,0.8136205812501782
0.2563622276836467,0.19243474800139299,0.18712914117941856,0.16574975902603756,1.1437874054451043,0.2085216422984555,0.19035297736165424,0.0481075107598221,0.4988320596603183,0.6079105233314641,0.8571419701709104
0.26897428314800664,0.23779810773508353,0.18185961382353275,0.2848081435999347,0.7540235597618581,0.32608074562252193,0.17884940785618342,0.02396954787236005,0.5370608688353876,0.6694419769533446,0.8014895010659594
0.37574207292812994,0.29744312492452174,0.24080800694564947,0.13851552121411945,0.961194840108045,0.3043066202297017,0.12450119274645319,0.061225840282072425,0.5468908565574355,0.5574385856950748,0.8889140695970759
0.4760800824267195,0.37773828850445995,0.350374562760809,0.18388948273670075,1.4431624699311054,0.2741864994765526,0.25690779099079275,0.15167992511920322,0.6405612811237185,0.43092171259653445,0.83827679742621
0.20085825776559013,0.15160489605600125,0.20952376914176307,0.2240090622660561,1.3675096514645393,0.15367651361354057,0.09435051669863571,0.026828865399530083,0.6545238347336075,0.6319874647054997,0.6825045722646377
0.3647572756703765,0.29878146092530117,0.32090035363893366,0.16224087681657884,0.9751359776723987,0.19860813549594264,0.21996349708771382,0.05196566228337562,0.6279334631040748,0.37631445117982687,0.8071421172056106
0.31399246437022943,0.26542869963668386,0.14288385417666713,0.34046642243934644,0.9023254859922154,0.18683913148768558,0.1889616053194031,0.08751696135806632,0.42411259141012336,0.7001703459089621,0.840370142233949
0.23062568465691013,0.20309550581170704,0.18452086661324266,0.31918762078039237,0.997568684747013,0.13077242530613695,0.20298685903632457,0.02071405733467619,0.5922988332447569,0.4014112803004542,0.7834388548603778
0.36195291000288454,0.19700901475959853,0.24624610539946565,0.4499725787865002,1.0780326596145327,0.16371295892875395,0.267733725904564,0.06161616339303347,0.5865703434276671,0.5127112376450338,0.7780258283139929
0.2296740728596548,0.17099344519830362,0.16697806471637258,0.19375282051617734,1.5033323942267647,0.16467953362382975,0.18957144853779778,0.11188619338655717,0.6876686987999384,0.3703643960014693,0.6519871355367431
0.34586062105510085,0.28223442857615455,0.22617111339686863,0.2559671900292041,0.7919403551146759,0.2284905691290824,0.2493603623487054,0.030546427741778966,0.6132601903275572,0.4236660584055441,0.7599715158296555
0.24948624075512754,0.2572151658001083,0.17934391372407738,0.17536816772206792,0.7786534629056936,0.31991595934184663,0.2069070919863005,0.06545125209092201,0.620296658084289,0.37121402753009514,0.7484139918046526
0.2746405287033546,0.20104437114638743,0.19830466593522897,0.23252590719148586,0.8772870610892288,0.20641450474411754,0.1778057971604018,0.10693482470467673,0.5862765198011471,0.6499621927964159,0.7766712486790199
0.3080450928497087,0.26672222746524976,0.19247349470083916,0.47535402462782317,0.6923597669378796,0.23252865670280626,0.21741522656252257,0.2148875900569296,0.656523027148141,0.2961472779948352,0.7751152542646527
0.38400859821989347,0.3712582177789846,0.23295131684091816,0.3603601582334409,1.155954585294122,0.23255734150539176,0.26822269011098265,0.06334533984300156,0.6231403231955661,0.31508096820035414,0.8252746269293707
0.24218728200436523,0.16647013380529227,0.1515832700982763,0.19122897974419184,0.6257375874190454,0.24295851402133478,0.2528846878695532,0.03714228530892984,0.5879977014467505,0.7653504140087162,0.6630302855248416
0.3333014107189924,0.2951254558870756,0.24268135808156527,0.14808782812219334,1.5354543886690812,0.2542046264628299,0.09773215912680867,0.037344100359331465,0.6304378284595793,0.5684144376224022,0.8849134597049776
0.2719883287593576,0.20712192442741834,0.21435168379892083,0.14621561794786753,1.0069728059221645,0.36631000638079836,0.26761928735833806,0.0231439687797586,0.603973601036736,0.07984878457400302,0.8344448282618138
0.2603261256529384,0.2061381945363206,0.21636224705066273,0.3434264247145084,1.1829940766491012,0.22680050726680284,0.2384786504585911,0.15929834917368496,0.6787435901817647,0.3079650350093807,0.872606111586808
0.37069445234128845,0.29099695947149573,0.2397185157162254,0.2222951513542465,0.5821873358052656,0.36890496294857616,0.10650092639048445,0.10294773656078955,0.6308798153183548,0.149673710174679,0.7468174332634722
0.2712580598783262,0.20861363164410068,0.20123442460693777,0.5580904390246207,1.2033305886556604,0.2508247211002775,0.28587342729192794,0.027923172042810154,0.5681809582439941,0.31648782104131534,0.8376080402625155
